timestamp, name, memory.used [MiB], memory.total [MiB], utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu
2026/07/03 08:09:42.643, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.61 W, 46
2026/07/03 08:09:43.651, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.66 W, 46
2026/07/03 08:09:44.652, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.72 W, 45
2026/07/03 08:09:45.653, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.63 W, 45
2026/07/03 08:09:46.654, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.08 W, 44
2026/07/03 08:09:47.656, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.76 W, 43
2026/07/03 08:09:48.657, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.60 W, 43
2026/07/03 08:09:49.660, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.49 W, 42
2026/07/03 08:09:50.661, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.53 W, 41
2026/07/03 08:09:51.663, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.25 W, 41
2026/07/03 08:09:52.664, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.25 W, 41
2026/07/03 08:09:53.666, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.30 W, 40
2026/07/03 08:09:54.667, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.19 W, 40
2026/07/03 08:09:55.669, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.08 W, 40
2026/07/03 08:09:56.670, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 23.94 W, 39
2026/07/03 08:09:57.671, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 53 %, 10 %, 121.49 W, 50
2026/07/03 08:09:58.673, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 347.97 W, 51
2026/07/03 08:09:59.674, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 347.70 W, 52
2026/07/03 08:10:00.675, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 97 %, 31 %, 347.83 W, 53
2026/07/03 08:10:01.676, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 347.42 W, 53
2026/07/03 08:10:02.677, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 347.59 W, 54
2026/07/03 08:10:03.680, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 21 %, 348.46 W, 54
2026/07/03 08:10:04.682, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 348.35 W, 54
2026/07/03 08:10:05.684, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 348.25 W, 55
2026/07/03 08:10:06.694, NVIDIA GeForce RTX 3090, 21449 MiB, 24576 MiB, 100 %, 21 %, 349.09 W, 55
2026/07/03 08:10:07.695, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 348.83 W, 55
2026/07/03 08:10:08.984, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 349.07 W, 56
2026/07/03 08:10:09.986, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 37 %, 348.93 W, 56
2026/07/03 08:10:10.988, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 347.79 W, 56
2026/07/03 08:10:11.989, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 347.80 W, 56
2026/07/03 08:10:12.990, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 38 %, 348.66 W, 57
2026/07/03 08:10:13.993, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 348.27 W, 57
2026/07/03 08:10:14.994, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 348.54 W, 57
2026/07/03 08:10:15.995, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 348.55 W, 58
2026/07/03 08:10:16.997, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 348.62 W, 58
2026/07/03 08:10:17.998, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 349.01 W, 58
2026/07/03 08:10:18.999, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 348.69 W, 58
2026/07/03 08:10:20.000, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 348.20 W, 59
2026/07/03 08:10:21.002, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 348.71 W, 59
2026/07/03 08:10:22.003, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 349.25 W, 59
2026/07/03 08:10:23.004, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 348.27 W, 59
2026/07/03 08:10:24.005, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 348.13 W, 59
2026/07/03 08:10:25.007, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 28 %, 349.09 W, 60
2026/07/03 08:10:26.008, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 347.98 W, 60
2026/07/03 08:10:27.010, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 348.20 W, 60
2026/07/03 08:10:28.011, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 59 %, 348.78 W, 60
2026/07/03 08:10:29.013, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 348.82 W, 60
2026/07/03 08:10:30.014, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 348.89 W, 61
2026/07/03 08:10:31.015, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 349.19 W, 61
