timestamp, name, memory.used [MiB], memory.total [MiB], utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu
2026/07/03 15:48:00.922, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 31.26 W, 47
2026/07/03 15:48:01.926, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 29.13 W, 47
2026/07/03 15:48:02.926, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 29.58 W, 47
2026/07/03 15:48:03.927, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 29.58 W, 46
2026/07/03 15:48:04.928, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 29.38 W, 46
2026/07/03 15:48:05.929, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 29.28 W, 46
2026/07/03 15:48:06.929, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 28.94 W, 46
2026/07/03 15:48:07.930, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 28.61 W, 45
2026/07/03 15:48:08.931, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 28.57 W, 45
2026/07/03 15:48:09.932, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 157.30 W, 52
2026/07/03 15:48:10.932, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 290.14 W, 52
2026/07/03 15:48:11.933, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 38 %, 329.34 W, 62
2026/07/03 15:48:12.934, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 329.52 W, 53
2026/07/03 15:48:13.934, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 291.85 W, 53
2026/07/03 15:48:14.935, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 360.58 W, 54
2026/07/03 15:48:15.936, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 292.02 W, 54
2026/07/03 15:48:16.937, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 45 %, 348.79 W, 63
2026/07/03 15:48:17.937, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 319.89 W, 55
2026/07/03 15:48:18.938, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 292.30 W, 55
2026/07/03 15:48:19.939, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 360.16 W, 55
2026/07/03 15:48:20.940, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 292.30 W, 55
2026/07/03 15:48:21.941, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 52 %, 361.39 W, 58
2026/07/03 15:48:22.941, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 309.10 W, 56
2026/07/03 15:48:23.942, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 292.99 W, 55
2026/07/03 15:48:24.943, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 363.32 W, 56
2026/07/03 15:48:25.943, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 293.75 W, 56
2026/07/03 15:48:26.944, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 363.10 W, 58
