timestamp, name, memory.used [MiB], memory.total [MiB], utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu
2026/07/03 05:44:21.995, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 25.58 W, 46
2026/07/03 05:44:23.003, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 25.27 W, 45
2026/07/03 05:44:24.005, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 25.14 W, 44
2026/07/03 05:44:25.006, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 25.48 W, 43
2026/07/03 05:44:26.008, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 25.51 W, 43
2026/07/03 05:44:27.009, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 25.12 W, 42
2026/07/03 05:44:28.011, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 24.86 W, 42
2026/07/03 05:44:29.013, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 24.58 W, 41
2026/07/03 05:44:30.015, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 24.46 W, 40
2026/07/03 05:44:31.017, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 24.42 W, 40
2026/07/03 05:44:32.019, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 24.19 W, 40
2026/07/03 05:44:33.020, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 24.11 W, 39
2026/07/03 05:44:34.022, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 24.06 W, 39
2026/07/03 05:44:35.024, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 23.82 W, 38
2026/07/03 05:44:36.027, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 23.91 W, 38
2026/07/03 05:44:37.029, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 21 %, 131.26 W, 50
2026/07/03 05:44:38.030, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.85 W, 51
2026/07/03 05:44:39.032, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.83 W, 51
2026/07/03 05:44:40.034, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.67 W, 53
2026/07/03 05:44:41.035, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 65 %, 347.90 W, 53
2026/07/03 05:44:42.037, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 347.68 W, 53
2026/07/03 05:44:43.038, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.09 W, 54
2026/07/03 05:44:44.040, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 24 %, 347.65 W, 54
2026/07/03 05:44:45.041, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.28 W, 54
2026/07/03 05:44:46.044, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 347.62 W, 54
2026/07/03 05:44:47.046, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 25 %, 347.99 W, 56
2026/07/03 05:44:48.048, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.06 W, 55
2026/07/03 05:44:49.049, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 347.51 W, 55
2026/07/03 05:44:50.051, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.69 W, 57
2026/07/03 05:44:51.053, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 63 %, 347.34 W, 56
2026/07/03 05:44:52.056, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.84 W, 56
2026/07/03 05:44:53.058, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.47 W, 57
2026/07/03 05:44:54.059, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 24 %, 347.87 W, 57
2026/07/03 05:44:55.060, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.50 W, 57
2026/07/03 05:44:56.062, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.51 W, 57
2026/07/03 05:44:57.063, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 25 %, 348.58 W, 58
2026/07/03 05:44:58.065, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.06 W, 57
2026/07/03 05:44:59.067, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.43 W, 57
2026/07/03 05:45:00.068, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.43 W, 59
2026/07/03 05:45:01.070, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 68 %, 346.97 W, 58
2026/07/03 05:45:02.072, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.58 W, 58
2026/07/03 05:45:03.073, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.30 W, 59
2026/07/03 05:45:04.075, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 24 %, 347.37 W, 59
2026/07/03 05:45:05.076, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.07 W, 59
2026/07/03 05:45:06.080, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.47 W, 59
2026/07/03 05:45:07.113, NVIDIA GeForce RTX 3090, 20565 MiB, 24576 MiB, 100 %, 25 %, 349.03 W, 60
2026/07/03 05:45:08.114, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.70 W, 59
2026/07/03 05:45:09.116, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.55 W, 59
2026/07/03 05:45:10.118, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.86 W, 60
2026/07/03 05:45:11.120, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 43 %, 347.02 W, 60
2026/07/03 05:45:12.123, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.27 W, 60
2026/07/03 05:45:13.125, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.27 W, 60
2026/07/03 05:45:14.126, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 24 %, 346.77 W, 60
2026/07/03 05:45:15.128, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.95 W, 60
2026/07/03 05:45:16.130, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.87 W, 60
2026/07/03 05:45:17.131, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 23 %, 348.53 W, 61
2026/07/03 05:45:18.133, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.29 W, 60
2026/07/03 05:45:19.135, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.61 W, 60
2026/07/03 05:45:20.136, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.82 W, 61
2026/07/03 05:45:21.138, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 61 %, 348.02 W, 61
2026/07/03 05:45:22.140, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.76 W, 61
2026/07/03 05:45:23.142, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.47 W, 61
2026/07/03 05:45:24.143, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 24 %, 348.01 W, 61
2026/07/03 05:45:25.145, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.48 W, 61
2026/07/03 05:45:26.146, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.29 W, 61
2026/07/03 05:45:27.149, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 23 %, 348.36 W, 62
2026/07/03 05:45:28.150, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.80 W, 61
2026/07/03 05:45:29.152, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.91 W, 61
2026/07/03 05:45:30.153, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.39 W, 62
2026/07/03 05:45:31.155, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 95 %, 348.41 W, 61
2026/07/03 05:45:32.156, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.26 W, 61
2026/07/03 05:45:33.158, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.49 W, 62
2026/07/03 05:45:34.160, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 23 %, 347.35 W, 62
2026/07/03 05:45:35.161, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.68 W, 62
2026/07/03 05:45:36.163, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.46 W, 61
2026/07/03 05:45:37.164, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 25 %, 348.65 W, 63
2026/07/03 05:45:38.166, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.79 W, 62
2026/07/03 05:45:39.167, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.69 W, 61
2026/07/03 05:45:40.169, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.32 W, 62
2026/07/03 05:45:41.171, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 56 %, 348.21 W, 62
2026/07/03 05:45:42.172, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.48 W, 62
2026/07/03 05:45:43.174, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.84 W, 62
2026/07/03 05:45:44.175, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 23 %, 348.83 W, 62
2026/07/03 05:45:45.177, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.93 W, 62
2026/07/03 05:45:46.178, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 24 %, 348.69 W, 63
2026/07/03 05:45:47.179, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 347.35 W, 62
2026/07/03 05:45:48.181, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.64 W, 62
2026/07/03 05:45:49.183, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.86 W, 62
2026/07/03 05:45:50.184, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 45 %, 347.17 W, 62
2026/07/03 05:45:51.185, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.64 W, 62
2026/07/03 05:45:52.186, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.29 W, 62
2026/07/03 05:45:53.188, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 24 %, 348.68 W, 63
2026/07/03 05:45:54.189, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.94 W, 62
2026/07/03 05:45:55.190, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.18 W, 62
2026/07/03 05:45:56.192, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 24 %, 349.53 W, 63
2026/07/03 05:45:57.193, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 347.02 W, 62
2026/07/03 05:45:58.195, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.99 W, 62
2026/07/03 05:45:59.196, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.65 W, 62
2026/07/03 05:46:00.199, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 24 %, 347.76 W, 63
2026/07/03 05:46:01.200, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.30 W, 62
2026/07/03 05:46:02.202, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.76 W, 62
2026/07/03 05:46:03.204, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 25 %, 348.49 W, 63
2026/07/03 05:46:04.206, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.81 W, 62
2026/07/03 05:46:05.207, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.24 W, 62
2026/07/03 05:46:06.209, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 23 %, 349.06 W, 63
2026/07/03 05:46:07.211, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 347.22 W, 63
2026/07/03 05:46:08.212, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.86 W, 63
2026/07/03 05:46:09.214, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.54 W, 63
2026/07/03 05:46:10.215, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 24 %, 348.40 W, 64
2026/07/03 05:46:11.216, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.74 W, 62
2026/07/03 05:46:12.218, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.53 W, 63
