timestamp, name, memory.used [MiB], memory.total [MiB], utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu
2026/07/03 08:51:17.829, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 26.07 W, 46
2026/07/03 08:51:18.837, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.14 W, 45
2026/07/03 08:51:19.839, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.02 W, 44
2026/07/03 08:51:20.841, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.82 W, 44
2026/07/03 08:51:21.842, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.99 W, 43
2026/07/03 08:51:22.844, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.12 W, 42
2026/07/03 08:51:23.846, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.70 W, 42
2026/07/03 08:51:24.847, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.39 W, 41
2026/07/03 08:51:25.849, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.28 W, 40
2026/07/03 08:51:26.850, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.23 W, 40
2026/07/03 08:51:27.853, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.26 W, 40
2026/07/03 08:51:28.855, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.04 W, 40
2026/07/03 08:51:29.856, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 23.97 W, 39
2026/07/03 08:51:30.858, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 23.97 W, 39
