timestamp, name, memory.used [MiB], memory.total [MiB], utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu
2026/07/03 08:54:17.169, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.66 W, 46
2026/07/03 08:54:18.178, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.43 W, 45
2026/07/03 08:54:19.179, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.25 W, 45
2026/07/03 08:54:20.181, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.10 W, 44
2026/07/03 08:54:21.183, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.81 W, 44
2026/07/03 08:54:22.185, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.76 W, 42
2026/07/03 08:54:23.187, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.96 W, 42
2026/07/03 08:54:24.188, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.83 W, 41
2026/07/03 08:54:25.189, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.43 W, 41
2026/07/03 08:54:26.191, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.31 W, 41
2026/07/03 08:54:27.193, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.38 W, 40
2026/07/03 08:54:28.195, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.31 W, 40
2026/07/03 08:54:29.197, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.25 W, 39
2026/07/03 08:54:30.198, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.10 W, 39
2026/07/03 08:54:31.200, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.04 W, 39
2026/07/03 08:54:32.201, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 121.21 W, 50
2026/07/03 08:54:33.203, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 22 %, 345.39 W, 52
2026/07/03 08:54:34.205, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 344.55 W, 53
2026/07/03 08:54:35.206, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 345.24 W, 54
2026/07/03 08:54:36.208, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 99 %, 348.60 W, 53
2026/07/03 08:54:37.210, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 99 %, 348.51 W, 53
2026/07/03 08:54:38.212, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 348.53 W, 54
2026/07/03 08:54:39.214, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 26 %, 346.41 W, 55
2026/07/03 08:54:40.215, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 344.90 W, 56
2026/07/03 08:54:41.217, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 345.08 W, 56
2026/07/03 08:54:42.219, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 27 %, 347.41 W, 56
2026/07/03 08:54:43.220, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 99 %, 349.60 W, 56
2026/07/03 08:54:44.222, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 99 %, 349.14 W, 56
2026/07/03 08:54:45.224, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 99 %, 349.14 W, 57
2026/07/03 08:54:46.226, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 25 %, 344.36 W, 58
2026/07/03 08:54:47.227, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 345.44 W, 58
2026/07/03 08:54:48.229, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 345.37 W, 58
2026/07/03 08:54:49.231, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 99 %, 349.26 W, 57
2026/07/03 08:54:50.233, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 99 %, 348.90 W, 58
2026/07/03 08:54:51.236, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 99 %, 348.95 W, 58
2026/07/03 08:54:52.238, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 26 %, 346.19 W, 59
2026/07/03 08:54:53.240, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 344.11 W, 59
2026/07/03 08:54:54.242, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 344.24 W, 60
2026/07/03 08:54:55.244, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 346.31 W, 59
2026/07/03 08:54:56.246, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 98 %, 349.54 W, 59
2026/07/03 08:54:57.248, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 99 %, 349.24 W, 59
2026/07/03 08:54:58.250, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 99 %, 349.20 W, 60
2026/07/03 08:54:59.251, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 25 %, 344.81 W, 60
2026/07/03 08:55:00.253, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 345.13 W, 61
2026/07/03 08:55:01.255, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 344.85 W, 61
2026/07/03 08:55:02.257, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 98 %, 349.02 W, 60
2026/07/03 08:55:03.259, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 99 %, 348.99 W, 60
2026/07/03 08:55:04.261, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 99 %, 349.06 W, 60
2026/07/03 08:55:05.263, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 26 %, 348.33 W, 61
2026/07/03 08:55:06.264, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 26 %, 344.64 W, 61
2026/07/03 08:55:07.266, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 344.09 W, 62
2026/07/03 08:55:08.269, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 345.16 W, 61
2026/07/03 08:55:09.270, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 99 %, 348.99 W, 61
