timestamp, name, memory.used [MiB], memory.total [MiB], utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu
2026/07/03 08:40:06.775, NVIDIA GeForce RTX 3090, 21438 MiB, 24576 MiB, 0 %, 0 %, 29.17 W, 45
2026/07/03 08:40:07.783, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 116.69 W, 48
2026/07/03 08:40:09.021, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 116.61 W, 48
2026/07/03 08:40:10.023, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 41.00 W, 45
2026/07/03 08:40:11.026, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 29.51 W, 44
2026/07/03 08:40:12.028, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.23 W, 44
2026/07/03 08:40:13.030, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.01 W, 43
2026/07/03 08:40:14.031, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.73 W, 42
2026/07/03 08:40:15.032, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.46 W, 41
2026/07/03 08:40:16.034, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.42 W, 41
2026/07/03 08:40:17.036, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.28 W, 41
2026/07/03 08:40:18.037, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.26 W, 40
2026/07/03 08:40:19.039, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.06 W, 40
2026/07/03 08:40:20.041, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 23.98 W, 39
2026/07/03 08:40:21.042, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.12 W, 39
2026/07/03 08:40:22.046, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 20 %, 136.44 W, 50
2026/07/03 08:40:23.048, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 347.42 W, 51
2026/07/03 08:40:24.049, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 347.74 W, 52
2026/07/03 08:40:25.051, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 349.01 W, 53
2026/07/03 08:40:26.053, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 347.49 W, 53
2026/07/03 08:40:27.055, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 347.55 W, 53
2026/07/03 08:40:28.056, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 348.71 W, 54
2026/07/03 08:40:29.058, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 347.09 W, 54
2026/07/03 08:40:30.059, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 348.09 W, 54
2026/07/03 08:40:31.060, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 349.11 W, 55
2026/07/03 08:40:32.062, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 348.10 W, 55
2026/07/03 08:40:33.063, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 348.00 W, 56
2026/07/03 08:40:34.065, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 50 %, 348.81 W, 56
2026/07/03 08:40:35.066, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 100 %, 348.48 W, 56
