timestamp, name, memory.used [MiB], memory.total [MiB], utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu
2026/07/03 05:22:41.084, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 25.20 W, 45
2026/07/03 05:22:42.093, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 25.05 W, 45
2026/07/03 05:22:43.094, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 25.29 W, 44
2026/07/03 05:22:44.096, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 25.36 W, 43
2026/07/03 05:22:45.098, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 24.87 W, 43
2026/07/03 05:22:46.100, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 24.56 W, 42
2026/07/03 05:22:47.101, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 24.49 W, 41
2026/07/03 05:22:48.102, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 24.44 W, 41
2026/07/03 05:22:49.104, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 24.50 W, 41
2026/07/03 05:22:50.106, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 24.31 W, 41
2026/07/03 05:22:51.108, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 24.23 W, 40
2026/07/03 05:22:52.110, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 24.25 W, 39
2026/07/03 05:22:53.112, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 23.97 W, 39
2026/07/03 05:22:54.114, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 0 %, 0 %, 23.82 W, 39
2026/07/03 05:22:55.116, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 24 %, 65.03 W, 47
2026/07/03 05:22:56.117, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 23 %, 345.55 W, 51
2026/07/03 05:22:57.119, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 25 %, 343.62 W, 53
2026/07/03 05:22:58.121, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 25 %, 344.69 W, 54
2026/07/03 05:22:59.123, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 25 %, 344.43 W, 54
2026/07/03 05:23:00.125, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 346.50 W, 55
2026/07/03 05:23:01.126, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 27 %, 346.75 W, 55
2026/07/03 05:23:02.128, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.42 W, 55
2026/07/03 05:23:03.129, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.76 W, 55
2026/07/03 05:23:04.131, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 29 %, 347.24 W, 55
2026/07/03 05:23:05.133, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 345.86 W, 56
2026/07/03 05:23:06.135, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 28 %, 345.85 W, 56
2026/07/03 05:23:07.137, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 345.88 W, 57
2026/07/03 05:23:08.139, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 345.76 W, 57
2026/07/03 05:23:09.141, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 345.91 W, 58
2026/07/03 05:23:10.143, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 346.30 W, 58
2026/07/03 05:23:11.144, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.48 W, 57
2026/07/03 05:23:12.146, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.60 W, 57
2026/07/03 05:23:13.148, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.86 W, 57
2026/07/03 05:23:14.149, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 27 %, 348.63 W, 59
2026/07/03 05:23:15.151, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 346.07 W, 59
2026/07/03 05:23:16.153, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 27 %, 345.91 W, 59
2026/07/03 05:23:17.155, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 345.89 W, 60
2026/07/03 05:23:18.156, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 346.02 W, 60
2026/07/03 05:23:19.158, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 344.95 W, 60
2026/07/03 05:23:20.159, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 30 %, 345.37 W, 60
2026/07/03 05:23:21.161, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.83 W, 59
2026/07/03 05:23:22.163, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.78 W, 59
2026/07/03 05:23:23.165, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 348.86 W, 60
2026/07/03 05:23:24.166, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 344.05 W, 61
2026/07/03 05:23:25.168, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 27 %, 344.65 W, 61
2026/07/03 05:23:26.170, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 345.16 W, 61
2026/07/03 05:23:27.171, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 27 %, 345.16 W, 61
2026/07/03 05:23:28.173, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 25 %, 345.02 W, 61
2026/07/03 05:23:29.175, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 345.06 W, 62
2026/07/03 05:23:30.176, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.30 W, 61
2026/07/03 05:23:31.178, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.19 W, 61
2026/07/03 05:23:32.180, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 64 %, 346.39 W, 61
2026/07/03 05:23:33.182, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 345.33 W, 61
2026/07/03 05:23:34.184, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 345.58 W, 62
2026/07/03 05:23:35.186, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 27 %, 344.20 W, 62
2026/07/03 05:23:36.188, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 344.67 W, 62
2026/07/03 05:23:37.189, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 27 %, 344.61 W, 62
2026/07/03 05:23:38.191, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 344.64 W, 63
2026/07/03 05:23:39.193, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 345.57 W, 62
2026/07/03 05:23:40.195, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.70 W, 61
2026/07/03 05:23:41.196, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 349.80 W, 62
2026/07/03 05:23:42.199, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 27 %, 348.60 W, 63
2026/07/03 05:23:43.200, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 345.81 W, 63
2026/07/03 05:23:44.202, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 345.21 W, 63
2026/07/03 05:23:45.204, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 344.61 W, 63
2026/07/03 05:23:46.205, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 344.93 W, 63
2026/07/03 05:23:47.207, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 27 %, 344.68 W, 63
2026/07/03 05:23:48.209, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 27 %, 345.21 W, 63
2026/07/03 05:23:49.210, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.49 W, 62
2026/07/03 05:23:50.212, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 100 %, 348.62 W, 62
2026/07/03 05:23:51.213, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 347.92 W, 63
2026/07/03 05:23:52.215, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 345.11 W, 63
2026/07/03 05:23:53.216, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 344.41 W, 63
2026/07/03 05:23:54.218, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 25 %, 344.45 W, 63
2026/07/03 05:23:55.219, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 344.08 W, 63
2026/07/03 05:23:56.221, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 27 %, 344.16 W, 63
2026/07/03 05:23:57.223, NVIDIA GeForce RTX 3090, 20304 MiB, 24576 MiB, 100 %, 26 %, 344.14 W, 63
