timestamp, name, memory.used [MiB], memory.total [MiB], utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu
2026/07/03 16:10:25.865, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 28.93 W, 47
2026/07/03 16:10:26.868, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 28.85 W, 47
2026/07/03 16:10:27.869, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 28.85 W, 46
2026/07/03 16:10:28.870, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 28.88 W, 46
2026/07/03 16:10:29.871, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 28.87 W, 46
2026/07/03 16:10:30.872, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 28.84 W, 46
2026/07/03 16:10:31.873, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 28.84 W, 45
2026/07/03 16:10:32.874, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 29.22 W, 45
2026/07/03 16:10:33.874, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 29.43 W, 45
2026/07/03 16:10:34.875, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 292.66 W, 52
2026/07/03 16:10:35.875, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 291.06 W, 53
2026/07/03 16:10:36.876, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 354.25 W, 55
2026/07/03 16:10:37.877, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 292.33 W, 53
2026/07/03 16:10:38.877, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 50 %, 308.65 W, 59
2026/07/03 16:10:39.878, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 361.02 W, 54
2026/07/03 16:10:40.879, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 292.20 W, 54
2026/07/03 16:10:41.879, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 361.65 W, 56
2026/07/03 16:10:42.880, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 292.86 W, 55
