timestamp, name, memory.used [MiB], memory.total [MiB], utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu
2026/07/03 07:55:52.732, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.55 W, 48
2026/07/03 07:55:53.740, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.36 W, 46
2026/07/03 07:55:54.742, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.49 W, 45
2026/07/03 07:55:55.743, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.54 W, 45
2026/07/03 07:55:56.745, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.28 W, 45
2026/07/03 07:55:57.746, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 25.06 W, 44
2026/07/03 07:55:58.748, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.74 W, 44
2026/07/03 07:55:59.749, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.50 W, 43
2026/07/03 07:56:00.750, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.52 W, 42
2026/07/03 07:56:01.752, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.30 W, 42
2026/07/03 07:56:02.753, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.21 W, 41
2026/07/03 07:56:03.755, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.21 W, 41
2026/07/03 07:56:04.756, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 23.96 W, 41
2026/07/03 07:56:05.758, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.03 W, 40
2026/07/03 07:56:06.760, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 0 %, 0 %, 24.15 W, 40
2026/07/03 07:56:07.761, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 93 %, 18 %, 129.92 W, 51
2026/07/03 07:56:08.764, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 22 %, 345.34 W, 53
2026/07/03 07:56:09.765, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 23 %, 345.78 W, 54
2026/07/03 07:56:10.766, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 24 %, 346.97 W, 55
2026/07/03 07:56:11.768, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 24 %, 346.73 W, 55
2026/07/03 07:56:12.770, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 25 %, 346.70 W, 56
2026/07/03 07:56:13.772, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 25 %, 346.85 W, 56
2026/07/03 07:56:14.773, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 27 %, 349.08 W, 56
2026/07/03 07:56:15.775, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 97 %, 349.19 W, 56
2026/07/03 07:56:16.778, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 98 %, 349.29 W, 56
2026/07/03 07:56:17.779, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 99 %, 346.82 W, 57
2026/07/03 07:56:18.781, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 26 %, 346.34 W, 57
2026/07/03 07:56:19.783, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 26 %, 346.13 W, 58
2026/07/03 07:56:20.784, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 26 %, 345.88 W, 58
2026/07/03 07:56:21.785, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 26 %, 345.72 W, 58
2026/07/03 07:56:22.787, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 25 %, 345.53 W, 59
2026/07/03 07:56:23.788, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 25 %, 346.02 W, 59
2026/07/03 07:56:24.790, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 25 %, 345.53 W, 59
2026/07/03 07:56:25.791, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 97 %, 348.76 W, 59
2026/07/03 07:56:26.792, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 98 %, 349.17 W, 59
2026/07/03 07:56:27.793, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 98 %, 349.01 W, 59
2026/07/03 07:56:28.795, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 30 %, 348.52 W, 60
2026/07/03 07:56:29.796, NVIDIA GeForce RTX 3090, 21424 MiB, 24576 MiB, 100 %, 25 %, 345.84 W, 61
