timestamp, name, memory.used [MiB], memory.total [MiB], utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu
2026/07/03 15:33:18.080, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 32.74 W, 46
2026/07/03 15:33:19.085, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 29.02 W, 46
2026/07/03 15:33:20.086, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 29.30 W, 45
2026/07/03 15:33:21.086, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 29.49 W, 45
2026/07/03 15:33:22.087, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 29.29 W, 45
2026/07/03 15:33:23.087, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 29.00 W, 45
2026/07/03 15:33:24.088, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 28.88 W, 45
2026/07/03 15:33:25.089, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 28.71 W, 44
2026/07/03 15:33:26.089, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 0 %, 0 %, 28.66 W, 44
2026/07/03 15:33:27.090, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 99 %, 30 %, 173.01 W, 52
2026/07/03 15:33:28.091, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 322.85 W, 53
2026/07/03 15:33:29.092, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 334.05 W, 54
2026/07/03 15:33:30.093, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 323.55 W, 54
2026/07/03 15:33:31.093, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 334.70 W, 55
2026/07/03 15:33:32.094, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 324.26 W, 55
2026/07/03 15:33:33.094, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 335.01 W, 55
2026/07/03 15:33:34.095, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 324.25 W, 55
2026/07/03 15:33:35.096, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 334.58 W, 56
2026/07/03 15:33:36.096, NVIDIA GeForce RTX 4090, 20408 MiB, 24564 MiB, 100 %, 100 %, 328.77 W, 56
